LC,product,sr_level,temp,category,sub_category,off_on_ratio
14,29,21.590510294839973,hot,2,14,0.96258172032379
15,29,24.865862499831813,hot,2,14,1.0
16,29,24.215739193456166,hot,2,14,1.0840879454310242
0,30,20.622591407808773,hot,1,19,0.8084211432728841
1,30,16.160016221341344,hot,1,19,1.019465853598195
2,30,24.853988974775437,hot,1,19,0.7409132035115201
3,30,17.206276785897835,hot,1,19,0.8630284023280141
4,30,24.633948575985873,hot,1,19,0.7515204032786029
5,30,14.538522657392942,hot,1,19,0.901433375524042
6,30,25.42070799749849,hot,1,19,0.8917190223289375
7,30,57.28860681212368,hot,1,19,0.9425595443377783
8,30,16.56350510469355,hot,1,19,0.8497697938784478
9,30,18.449990995054947,hot,1,19,0.7405014302629237
10,30,18.494116861706154,hot,1,19,0.6844514861016852
11,30,15.692669909162731,hot,1,19,1.144577988929151
12,30,27.326775925170814,hot,1,19,0.7512279649452146
13,30,45.23149758003692,hot,1,19,0.9195193919587411
14,30,26.47146777605074,hot,1,19,0.8442401894273975
15,30,18.375984629297015,hot,1,19,0.8899843641253922
16,30,22.866708876209817,hot,1,19,0.7529515123479581
0,31,111.27785281342229,hot,1,9,0.9228919420767724
1,31,119.77142638883295,hot,1,9,0.8942690875639642
2,31,93.37132111811157,hot,1,9,0.8892532148138959
3,31,117.56726239305256,hot,1,9,0.8755548141887237
4,31,116.1308423169467,hot,1,9,0.9285564764082008
5,31,128.09121817705346,hot,1,9,0.8793285487156292
6,31,98.56387866298427,hot,1,9,0.767388716767856
7,31,48.18691826635338,hot,1,9,0.9248587482663199
8,31,94.96731618071665,hot,1,9,0.7027291844255151
9,31,78.77234579879567,hot,1,9,0.8798935552409822
10,31,56.240210959872336,hot,1,9,0.8224382260319902
11,31,142.08574501913984,hot,1,9,0.9148800396092235
12,31,110.6592557643078,hot,1,9,0.9148948942734884
13,31,98.11106359454054,hot,1,9,0.8567041117452451
14,31,91.25027233439474,hot,1,9,0.8500905282237707
15,31,83.627602157388,hot,1,9,0.7167548353747646
16,31,102.18526575623233,hot,1,9,0.9556576509042163
0,32,8.862481456558971,hot,2,12,0.9306572507682808
1,32,10.351732545410032,hot,2,12,0.8990530229404661
2,32,6.522607096873309,hot,2,12,0.9313741037774906
3,32,6.044454490948137,hot,2,12,0.9107235411990814
4,32,10.96368736993854,hot,2,12,0.9981509026575307
5,32,4.8609267492734345,hot,2,12,0.907862296439493
6,32,4.583835779098382,hot,2,12,0.7708302885980248
8,32,2.901962727771241,hot,2,12,0.7716004891332251
9,32,5.932333252346669,hot,2,12,0.9436577279556196
10,32,3.1050346944307914,hot,2,12,0.7878433901976463
11,32,10.262937691398067,hot,2,12,0.9693768055765462
12,32,8.001783713058574,hot,2,12,1.0014135890281026
13,32,7.280086111832498,hot,2,12,0.8750623453793369
14,32,7.168600049082191,hot,2,12,0.909389519243369
15,32,3.6462683986388584,hot,2,12,0.6855709310584708
16,32,8.66980280077429,hot,2,12,1.0152528329157926
0,33,13.777070185716108,hot,2,5,0.9168426213242311
1,33,11.291144014536245,hot,2,5,0.863509176323347
2,33,9.834321203901316,hot,2,5,0.8920164436468927
3,33,11.594186628167023,hot,2,5,0.8840767262275568
4,33,17.388645078304883,hot,2,5,0.9280720057696209
5,33,10.442517647199308,hot,2,5,0.8708175249963362
6,33,7.906949786443168,hot,2,5,0.7218422973013962
8,33,5.660788841842229,hot,2,5,0.731813469243982
9,33,9.782964425978355,hot,2,5,0.8687008666588539
10,33,4.310102016970672,hot,2,5,0.7802128754458858
11,33,18.406507871081757,hot,2,5,0.9137772561936092
12,33,13.390552458114028,hot,2,5,0.9406143947671348
13,33,8.5132759054681,hot,2,5,0.8069130378879434
14,33,10.005271287924069,hot,2,5,0.8352364855557055
15,33,6.020494677854871,hot,2,5,0.634453481825782
16,33,11.3732060370363,hot,2,5,0.9437065907074892
0,34,16.701605961748164,hot,2,4,0.9447909831317807
1,34,10.408376711645785,hot,2,4,0.8810042029074036
2,34,9.414096659499835,hot,2,4,0.8803755690432686
3,34,12.451755406677925,hot,2,4,0.8633158264437926
4,34,13.421024911198804,hot,2,4,0.9475162058173614
5,34,11.7729358553413,hot,2,4,0.8668467919879159
6,34,8.169358018634522,hot,2,4,0.7633183393105004
8,34,6.818867555278818,hot,2,4,0.7721683667855794
9,34,10.46046516618043,hot,2,4,0.8953885957849212
10,34,2.8710001902011575,hot,2,4,0.7943975118950973
11,34,15.71504632792487,hot,2,4,0.9428046828489413
12,34,15.461162804122482,hot,2,4,0.9273414214818889
13,34,8.828694029886494,hot,2,4,0.8512636851851729
14,34,8.376014050406782,hot,2,4,0.9153073127782517
15,34,7.561908314100881,hot,2,4,0.6831308936834479
16,34,9.774840148194595,hot,2,4,0.9280930297007288
0,35,6.771504921629039,cold,3,18,1.1169323345046778
1,35,7.289361423686791,cold,3,18,1.0871616768937333
2,35,4.492974441603189,cold,3,18,1.0032297643673216
3,35,15.009358093399642,cold,3,18,1.0730508958625693
4,35,10.855134287019652,cold,3,18,0.992661297597491
5,35,5.8065768152439485,cold,3,18,1.035130954551764
6,35,6.675094595727919,cold,3,18,0.9981258920900667
7,35,7.262627819579658,cold,3,18,0.9444490291667225
8,35,5.518202239670196,cold,3,18,0.9758583048625105
9,35,7.449365723968118,cold,3,18,1.1008071550513312
10,35,8.45478488000758,cold,3,18,0.939402258341208
11,35,8.1283493915839,cold,3,18,1.0502495743150073
12,35,4.965390449585545,cold,3,18,1.0102594308527708
13,35,10.199492548359549,cold,3,18,1.0047079303907196
14,35,7.115139573973209,cold,3,18,0.9605848822975699
15,35,3.8495923251171495,cold,3,18,0.9338829756442025
16,35,7.169554510423695,cold,3,18,1.0176312595199155
0,36,2.109069946434303,cold,1,3,1.3228282169230883
1,36,1.2634215171907168,cold,1,3,1.2382078459719459
2,36,1.2313650211435136,cold,1,3,1.1507939951841668
3,36,2.6130331829545583,cold,1,3,0.9089527182594168
4,36,1.7018730030066924,cold,1,3,1.0608567400613587
5,36,2.1028823889816652,cold,1,3,0.9298365027528612
6,36,2.3733191816626964,cold,1,3,1.0231045762306572
7,36,1.6106883303840822,cold,1,3,0.9162340412030145
8,36,2.231184592970085,cold,1,3,1.0682728677477946
9,36,1.8488831271589765,cold,1,3,1.1312583575600725
10,36,1.4376675836082555,cold,1,3,0.9468728483002977
11,36,1.414138147889309,cold,1,3,1.2103529291279072
12,36,1.663941628553048,cold,1,3,1.233589837849881
13,36,1.6421834811596652,cold,1,3,1.0726039299982593
14,36,0.9975886757449308,cold,1,3,1.1527447538129525
15,36,2.0394384858378465,cold,1,3,1.040110942309666
16,36,1.2620509305255638,cold,1,3,1.1124627579200952
0,37,1.3022810008066863,cold,1,3,1.3181739494157376
1,37,0.8195516060413909,cold,1,3,1.1293483150100088
2,37,0.6561510517008905,cold,1,3,1.0415011313357148
3,37,0.7766665451814156,cold,1,3,0.9372694174220645
4,37,0.9139416456994709,cold,1,3,1.0556535862707286
5,37,0.805693730001649,cold,1,3,0.8814865151636004
6,37,0.8505778307629533,cold,1,3,1.034639943536173
7,37,1.2618534121742222,cold,1,3,0.8020948812469227
8,37,0.816674742661359,cold,1,3,0.8903586863053852
9,37,0.8874094244077233,cold,1,3,1.028800317769166
10,37,0.6702402931244912,cold,1,3,0.8884753249916135
11,37,0.8890035881115854,cold,1,3,1.0404488938119596
12,37,0.8904003373450678,cold,1,3,1.0713328529611077
13,37,0.955056280900876,cold,1,3,1.0383883483959169
14,37,0.7298878000862594,cold,1,3,0.8086834483312955
15,37,0.7288581403897219,cold,1,3,0.8551892471731066
16,37,0.730834299428617,cold,1,3,0.9448572622076137
0,38,1.5592522917063771,cold,1,3,1.148226617138158
1,38,0.729939614771144,cold,1,3,1.1333092318314373
2,38,0.4974768036855115,cold,1,3,1.0385598944672918
3,38,1.0353681118409233,cold,1,3,0.8629206858475428
4,38,0.7400669670902772,cold,1,3,1.0541660276149665
5,38,1.0026630578333435,cold,1,3,0.8783158419416713
6,38,0.8407176181295478,cold,1,3,0.992505050523897
7,38,0.77175637333019,cold,1,3,0.9358579305037538
8,38,0.7505875324944723,cold,1,3,1.0114400978079383
9,38,0.6459053984933524,cold,1,3,1.0350503213041216
10,38,0.5584041237379278,cold,1,3,0.9353070694933546
11,38,0.9428598773373743,cold,1,3,1.0629554143556756
12,38,0.6128054031736041,cold,1,3,1.091022232243618
13,38,0.7431424569419982,cold,1,3,1.0240807715620008
14,38,0.4383228513887509,cold,1,3,0.9980968657718712
15,38,0.8368211281018852,cold,1,3,0.9631879870393842
16,38,0.6142886019412304,cold,1,3,1.0307475900095935
0,39,0.5450227642278577,cold,1,3,1.186030446133097
1,39,0.36228833248048536,cold,1,3,1.1511419725157004
2,39,0.21338110668842875,cold,1,3,0.9564517309321137
3,39,0.2816933384420654,cold,1,3,0.9640894937776445
4,39,0.2774847409326272,cold,1,3,1.0139101116977964
5,39,0.2721150389218824,cold,1,3,0.8784221146597959
6,39,0.2808367730576432,cold,1,3,1.093056137486068
7,39,0.6343061890745966,cold,1,3,0.9355638330340944
8,39,0.26596038850333237,cold,1,3,0.8982318686693938
9,39,0.27892407554680315,cold,1,3,0.9940325599634908
10,39,0.19849220989462021,cold,1,3,0.8428430362290005
11,39,0.3396057131978869,cold,1,3,0.9934384115479675
12,39,0.26842048789757944,cold,1,3,1.0489329744487637
13,39,0.3905287679339408,cold,1,3,1.1268383412512561
14,39,0.2836686823273564,cold,1,3,0.8556852992417039
15,39,0.22114481159308072,cold,1,3,0.9564883129847457
16,39,0.27417944001484745,cold,1,3,0.8540749892711531
0,40,4.071777635599677,hot,1,3,0.9787915197728264
1,40,2.6554352761054676,hot,1,3,0.9690920066294435
2,40,2.2275405452678405,hot,1,3,0.8578782530476363
3,40,2.8179527205853256,hot,1,3,0.8811156818051176
4,40,5.629207025043813,hot,1,3,0.9592389509797283
5,40,3.1854136842537657,hot,1,3,0.8862646140541431
6,40,4.933366017153721,hot,1,3,0.8928971531008078
7,40,6.095535344037711,hot,1,3,0.9230475591666739
8,40,5.6578957518873905,hot,1,3,0.8562707233653924
9,40,2.5510442620701403,hot,1,3,0.8565056087893591
10,40,2.259415586222352,hot,1,3,0.7670970128624585
11,40,3.5416466247954665,hot,1,3,0.9086764372485984
12,40,2.807717118963268,hot,1,3,0.9237922585226714
13,40,3.4038368406131077,hot,1,3,0.9378608093702792
14,40,2.203925061331911,hot,1,3,0.8232361568073733
15,40,3.8004153424140443,hot,1,3,0.8716178668663846
16,40,2.856577549355225,hot,1,3,0.8631132770774482
0,41,1.2522759688259335,hot,1,3,0.9538931518131585
1,41,0.7587250062824269,hot,1,3,0.8967606203201326
2,41,0.5767240326157596,hot,1,3,0.7720556843437959
3,41,0.6445261298217312,hot,1,3,0.8160703156463147
4,41,1.0804900757954459,hot,1,3,0.8743086416280734
5,41,0.5020751574822597,hot,1,3,0.8288529611499753
6,41,0.7672068069373824,hot,1,3,0.7621039654923719
7,41,1.8443580217879854,hot,1,3,0.7695489274054164
8,41,0.9984584643344945,hot,1,3,0.7352457862286869
9,41,0.6782920655608905,hot,1,3,0.7772963529377919
10,41,0.4893699261803152,hot,1,3,0.7299492105838402
11,41,0.8206073533401275,hot,1,3,0.838205235077408
12,41,0.676333451793145,hot,1,3,0.8786806896422115
13,41,0.8192355670945162,hot,1,3,0.9313013862057256
14,41,0.9136138747212404,hot,1,3,0.7517161750644098
15,41,0.4472583778166007,hot,1,3,0.7360241005185009
16,41,0.8274801001571793,hot,1,3,0.7790161072784818
0,42,0.17939412462080973,hot,1,3,1.0115808069999932
1,42,0.14147802560123532,hot,1,3,0.8345245815317525
2,42,0.09782766158063837,hot,1,3,0.8425096276872337
3,42,0.12732435500913364,hot,1,3,0.9131346476314284
4,42,0.1387916689826985,hot,1,3,1.0583542704823317
5,42,0.07546267934990457,hot,1,3,0.9222295630621885
6,42,0.12199262259658232,hot,1,3,0.9207397104430455
7,42,0.2401356883514335,hot,1,3,0.688912246124075
8,42,0.1651528465490886,hot,1,3,0.8008431426160015
9,42,0.10149856636414628,hot,1,3,0.8943741221679726
10,42,0.0883792248613278,hot,1,3,0.7014216088561678
11,42,0.10419189564310076,hot,1,3,0.9660281064603252
12,42,0.09764478264236212,hot,1,3,0.8977175878897341
13,42,0.1308383498337165,hot,1,3,0.9632404604263085
14,42,0.1216280352571205,hot,1,3,0.8567605407952887
15,42,0.07372559512995926,hot,1,3,1.2740827374154844
16,42,0.12606247837233325,hot,1,3,0.7920964135954796
0,43,12.403495183237203,hot,1,3,0.9808207718101213
1,43,7.818355356018876,hot,1,3,0.9100785038777812
2,43,6.260743437050587,hot,1,3,0.8436199350473886
3,43,8.227510108164136,hot,1,3,0.8713513440244298
4,43,11.90610436401921,hot,1,3,0.8801668402921089
5,43,8.397684507289616,hot,1,3,0.8909104439540927
6,43,11.39864546990151,hot,1,3,0.8502439281364464
7,43,12.290393233223172,hot,1,3,0.8516710740473856
8,43,9.372349674635764,hot,1,3,0.8440598455032254
9,43,6.544905532249047,hot,1,3,0.8586465566329642
10,43,6.554800279742726,hot,1,3,0.7463743079307483
11,43,8.852409969756465,hot,1,3,0.8880150441481993
12,43,8.530309731799049,hot,1,3,0.905083620723011
13,43,8.508424695834965,hot,1,3,0.8955203361388991
14,43,5.179233102845089,hot,1,3,0.8029955255175187
15,43,9.33605992302006,hot,1,3,0.829410194049284
16,43,6.501671663896695,hot,1,3,0.8477166292435495
0,44,4.745497190035006,hot,1,3,0.9774857616835294
1,44,2.702948330382369,hot,1,3,0.8626940221576139
2,44,2.1655404152764084,hot,1,3,0.7721338101797716
3,44,1.939871937438732,hot,1,3,0.8200326580789197
4,44,3.3553456921384104,hot,1,3,0.8549316318700828
5,44,1.7072824648005827,hot,1,3,0.8467062536602883
6,44,2.734945231331363,hot,1,3,0.7710323958439451
7,44,5.249995940008658,hot,1,3,0.7304553796670049
8,44,3.054613753611901,hot,1,3,0.7075101679848043
9,44,2.305601663458534,hot,1,3,0.7890069976807715
10,44,1.8162809469572947,hot,1,3,0.7467112298592053
11,44,2.6410556981272917,hot,1,3,0.827022160689434
12,44,2.6490596466793894,hot,1,3,0.8329636756283577
13,44,2.61258334384716,hot,1,3,0.8471600510442803
14,44,2.5224184025793277,hot,1,3,0.7467399846003919
15,44,2.069564260263858,hot,1,3,0.7193455655155583
16,44,2.3500932062240834,hot,1,3,0.7266407130007686
0,45,0.6093142564794626,hot,1,3,1.0366310713055222
1,45,0.40908397165896665,hot,1,3,0.8199540377229042
2,45,0.2930336973223387,hot,1,3,0.7971114361048257
3,45,0.2851224527207964,hot,1,3,0.8630308962151049
4,45,0.3749524865130663,hot,1,3,0.9498806017342522
5,45,0.2139103009740976,hot,1,3,0.8233665081553905
6,45,0.30838123599015393,hot,1,3,0.894371881027443
7,45,0.4682194770676104,hot,1,3,0.7808252628532177
8,45,0.2837606758633197,hot,1,3,0.9632187003699756
9,45,0.2941174420230078,hot,1,3,0.8908335348066224
10,45,0.22050363781231033,hot,1,3,0.7137360028363763
11,45,0.310524916444873,hot,1,3,0.7523299324460679
12,45,0.3162808313068459,hot,1,3,0.8585088886646461
13,45,0.30445275180426834,hot,1,3,0.9661119306949847
14,45,0.3021642495426113,hot,1,3,0.8081150008674246
15,45,0.2030628219438791,hot,1,3,0.8097341939007373
16,45,0.3166378093970711,hot,1,3,0.6913949834586294
0,46,2.1434060906747936,hot,1,3,0.8898213895999778
1,46,0.984034472887138,hot,1,3,0.9052902820898889
2,46,0.7907718660159803,hot,1,3,0.8059523334676303
3,46,0.7628085761449171,hot,1,3,0.8957208962622706
4,46,1.6735190569250322,hot,1,3,0.898634564689235
5,46,1.0690682390409807,hot,1,3,0.84191403235
6,46,1.4833310138810838,hot,1,3,0.8811927366754758
7,46,1.4775319744467161,hot,1,3,0.8976704164344503
8,46,1.009909178437048,hot,1,3,0.8479647320529573
9,46,0.9659111141712872,hot,1,3,0.8159267824319543
10,46,0.6259785350921294,hot,1,3,0.7427693627874769
11,46,1.1137536486023738,hot,1,3,0.8566067964219294
12,46,1.2615033912611768,hot,1,3,0.8743540399935884
13,46,1.016698764262706,hot,1,3,0.9149379638226459
14,46,0.5147084957693657,hot,1,3,0.7398208677980767
15,46,1.0096409460066151,hot,1,3,0.8094001132255314
16,46,0.6908644521312142,hot,1,3,0.8458033203449138
0,47,0.9118853363500355,hot,1,3,0.9919079379864666
1,47,0.4287832205623018,hot,1,3,0.8923327296429985
2,47,0.3086626088908922,hot,1,3,0.80605198456913
3,47,0.25704153371653243,hot,1,3,0.8333081101428524
4,47,0.4518710787208419,hot,1,3,0.9139351091405411
5,47,0.2489950982845026,hot,1,3,0.8914855885519023
6,47,0.39588207045575213,hot,1,3,0.8612176216130122
7,47,0.7151502874035102,hot,1,3,0.7806039752546772
8,47,0.2326567335258898,hot,1,3,0.7531360793834289
9,47,0.3749366949106326,hot,1,3,0.8319186537726646
10,47,0.22034681964504485,hot,1,3,0.7868700963930467
11,47,0.4080273508881921,hot,1,3,0.843094681784408
12,47,0.42069592744047696,hot,1,3,0.8421900638467434
13,47,0.3995477136450102,hot,1,3,0.8675801978762318
14,47,0.2967265124019884,hot,1,3,0.8451864053315533
15,47,0.17766101461111983,hot,1,3,0.9945715195123401
16,47,0.2907131835824768,hot,1,3,0.7918649239198504
0,48,0.13582042964309626,hot,1,3,0.9396417036476525
1,48,0.07173771244087458,hot,1,3,0.8323296229732353
2,48,0.055726924127792364,hot,1,3,0.7959800510815049
3,48,0.04964879460754447,hot,1,3,0.9861279126669965
4,48,0.05942063384181997,hot,1,3,0.9634337586624238
5,48,0.0366419178542221,hot,1,3,0.7985428685215229
6,48,0.06895348375062138,hot,1,3,0.9365430685420023
7,48,0.1096394102250508,hot,1,3,0.6410216342328865
8,48,0.03956444768206324,hot,1,3,1.1433268782892458
9,48,0.06085446311709817,hot,1,3,0.7669600947878864
10,48,0.047796157719613076,hot,1,3,0.7276477443916576
11,48,0.061098503038072925,hot,1,3,0.9678649190990986
12,48,0.06301917364333444,hot,1,3,0.9363853530655959
13,48,0.061241365714321136,hot,1,3,0.9098908481784364
14,48,0.05694562858249843,hot,1,3,0.736875550626621
15,48,0.028663523490335845,hot,1,3,0.8096145654682781
16,48,0.04772773707931157,hot,1,3,0.744129963811465
0,49,18.06764886214497,hot,1,3,0.8700804366572893
1,49,16.628568396968927,hot,1,3,0.8449234852897949
2,49,7.975088379255079,hot,1,3,0.8050645717731756
3,49,10.926337473004708,hot,1,3,0.7787017345840478
4,49,14.224898025414255,hot,1,3,0.8883886712214444
5,49,14.065362482867135,hot,1,3,0.8112873947945741
6,49,9.671607714147154,hot,1,3,0.778563918305136
7,49,8.522388796449086,hot,1,3,0.8051490605292865
8,49,9.665117551128423,hot,1,3,0.7630859924061512
9,49,6.598534424192581,hot,1,3,0.821476705173392
10,49,6.5586051604421876,hot,1,3,0.7097919055776674
11,49,18.464078024325335,hot,1,3,0.8586449287242357
12,49,9.698004336960665,hot,1,3,0.866539318621054
13,49,11.160194674173077,hot,1,3,0.8415742588361715
14,49,7.982945559732158,hot,1,3,0.771887594894463
15,49,8.839795963269552,hot,1,3,0.712049884992244
16,49,10.42138315586524,hot,1,3,0.8347007276977711
0,50,2.27575845191654,hot,1,3,0.9141961314421678
1,50,2.011575755782883,hot,1,3,0.8473087090936925
2,50,0.7864826080243479,hot,1,3,0.7350491735962902
3,50,1.04479213360908,hot,1,3,0.7675445617218186
4,50,1.1599128549714377,hot,1,3,0.9063045622818937
5,50,0.8363698324131571,hot,1,3,0.8003006089135777
6,50,0.9784644633503474,hot,1,3,0.8018845702994127
7,50,2.1134534018417104,hot,1,3,0.7792807762934921
8,50,1.1907854768621433,hot,1,3,0.6773414733588837
9,50,0.9355097450430367,hot,1,3,0.7637427685854041
10,50,0.6707874690318912,hot,1,3,0.712410348133956
11,50,1.3457010868019585,hot,1,3,0.8117517163670311
12,50,0.9052396383105179,hot,1,3,0.7961273095075654
13,50,1.1922833076491017,hot,1,3,0.8133886749722915
14,50,1.4126120452062112,hot,1,3,0.711447303943083
15,50,0.6537930428164915,hot,1,3,0.7334215605021299
16,50,1.2218027037157264,hot,1,3,0.6974848146297375
0,51,0.27939493084686057,hot,1,3,0.9748436337812492
1,51,0.24636011252762857,hot,1,3,0.8159925208609051
2,51,0.12562652832662963,hot,1,3,0.7476661542619004
3,51,0.16227721514848517,hot,1,3,0.7679096122290272
4,51,0.15364828803134137,hot,1,3,0.9453029579465537
5,51,0.12228839844676062,hot,1,3,0.8525595830393269
6,51,0.14307854161333058,hot,1,3,0.8781269805039031
7,51,0.2404874331241151,hot,1,3,0.7789453934899352
8,51,0.18583968929993575,hot,1,3,0.7894815987859577
9,51,0.14668667425163492,hot,1,3,0.8850606767140542
10,51,0.11088375526748988,hot,1,3,0.7346772065808116
11,51,0.1744308451223629,hot,1,3,0.7457262510888413
12,51,0.12982674516822448,hot,1,3,0.8531774194095558
13,51,0.19591256042537816,hot,1,3,0.885337784983816
14,51,0.1866775820063927,hot,1,3,0.8999067547803523
15,51,0.1180578044394787,hot,1,3,0.7079796169631486
16,51,0.17732630388150203,hot,1,3,0.621270784874142
0,52,21.42190293926334,hot,1,9,1.1726334422317626
1,52,23.058467336812182,hot,1,9,1.0675224205987426
2,52,19.79617126929958,hot,1,9,1.097560916223589
3,52,19.682179870606003,hot,1,9,1.0902373565616197
4,52,24.088140636919235,hot,1,9,1.0928314671901431
5,52,14.966229909520761,hot,1,9,1.2049572750560684
6,52,25.073227160176998,hot,1,9,1.2450663325606859
7,52,35.08760728692437,hot,1,9,1.1755237606463715
8,52,24.381331824531852,hot,1,9,1.0385445123491903
9,52,28.52775150376614,hot,1,9,1.0752365013429186
10,52,17.29136301550418,hot,1,9,1.003160312655268
11,52,17.704981968859812,hot,1,9,0.9862205955404314
12,52,29.966106066621126,hot,1,9,1.0780779354704852
13,52,30.354462762947914,hot,1,9,1.1366934146899843
14,52,23.329726976089017,hot,1,9,1.0314329321734115
15,52,24.967649934698063,hot,1,9,1.1560572966821812
16,52,27.913184096793078,hot,1,9,1.0112789066570729
0,53,268.2309717244646,cold,1,2,0.9832939990345675
1,53,272.0944859774497,cold,1,2,0.9928280634975128
2,53,261.8543670027986,cold,1,2,1.0889394248491338
3,53,353.7956959273112,cold,1,2,1.0386653314075833
4,53,252.22845167278732,cold,1,2,1.0970096609618543
5,53,349.5021654830228,cold,1,2,1.0388134942617706
6,53,296.4761988591797,cold,1,2,1.1330970758818768
7,53,380.89955994887805,cold,1,2,1.1693132714479995
8,53,320.29382052737816,cold,1,2,1.0747077166017138
9,53,329.0244804235288,cold,1,2,1.0843405735503937
10,53,321.00614756117284,cold,1,2,1.0329235069256697
11,53,232.46433502146812,cold,1,2,0.9961814918814281
12,53,270.0271114043235,cold,1,2,1.0617205068866176
13,53,272.8466912813803,cold,1,2,1.063509962409154
14,53,266.622815553886,cold,1,2,1.101988887670517
15,53,306.6314426224705,cold,1,2,1.0757450059471556
16,53,251.5801856419773,cold,1,2,1.0436941675909943
0,54,14.17495800008628,cold,1,2,1.3097435835191278
1,54,19.465612567566062,cold,1,2,1.1459031775115145
2,54,16.78887232433124,cold,1,2,1.0762290951364701
3,54,20.24695498963749,cold,1,2,1.1340025019737943
4,54,15.072756801064491,cold,1,2,1.084233633583268
5,54,17.77680491417136,cold,1,2,1.167355182927068
6,54,19.028443873438878,cold,1,2,1.1796261782461919
7,54,39.16015414361545,cold,1,2,0.940903603550016
8,54,21.2072088804428,cold,1,2,1.0991131772026532
9,54,14.112299861978672,cold,1,2,1.0411327470914915
10,54,14.208405382157173,cold,1,2,1.0784955665985558
11,54,13.044821574550097,cold,1,2,1.1998019419007204
12,54,23.132248391556377,cold,1,2,1.1306288870650163
13,54,28.77849541535158,cold,1,2,1.0561290681958717
14,54,23.062623771641512,cold,1,2,1.03210086809868
15,54,15.71372139780146,cold,1,2,1.090215833853624
16,54,19.172139553076377,cold,1,2,1.0250832631505056
0,55,40.28252775370146,cold,1,2,1.4116453272909923
1,55,41.89191210979014,cold,1,2,1.4680099309886483
2,55,51.46219780329725,cold,1,2,1.3445896278617997
3,55,68.44716793545318,cold,1,2,1.3865862951449217
4,55,39.768583244245775,cold,1,2,1.3246538285286673
5,55,72.59869481725528,cold,1,2,1.4003325478642872
6,55,71.42115776016361,cold,1,2,1.3838685692544526
7,55,61.13376008640811,cold,1,2,1.2206136583629086
8,55,69.946761245521,cold,1,2,1.2744044944884698
9,55,54.275424525703315,cold,1,2,1.2610097194057754
10,55,69.43508195965681,cold,1,2,1.3625726865787262
11,55,43.51506181373492,cold,1,2,1.3668208297888667
12,55,49.278713072707966,cold,1,2,1.3435237894419565
13,55,51.556817844943886,cold,1,2,1.249477927467354
14,55,52.96557547339494,cold,1,2,1.3534948871863128
15,55,71.23080034387715,cold,1,2,1.2742239995098588
16,55,45.53595719163303,cold,1,2,1.4259932526130703
0,56,68.16407475076566,hot,2,4,0.9026320255560015
1,56,55.34371107649017,hot,2,4,0.8545975583552161
2,56,50.95513689110756,hot,2,4,0.8147098490697156
3,56,45.159848936227654,hot,2,4,0.8285501717938045
4,56,89.87130475781373,hot,2,4,0.922146329748602
5,56,48.33034807085244,hot,2,4,0.8239796655401443
6,56,49.145004220025164,hot,2,4,0.7132148352915164
7,56,0.048977103298259,hot,2,4,1.0
8,56,39.28945020220565,hot,2,4,0.7081707856680617
9,56,53.04237963307939,hot,2,4,0.8229902481554515
10,56,27.462045259436522,hot,2,4,0.7381136959309461
11,56,83.19666204535675,hot,2,4,0.9197343631264452
12,56,73.28628438823995,hot,2,4,0.8600931250624768
13,56,26.32989923662549,hot,2,4,0.7736683793330712
14,56,42.40752005071485,hot,2,4,0.717647571133278
15,56,38.924534416838796,hot,2,4,0.6694475608710798
16,56,46.501810972184735,hot,2,4,0.8550272141473024
0,57,51.23629613602631,hot,0,13,1.3702673835282673
1,57,73.95562850926838,hot,0,13,1.2610716209090367
2,57,66.3241820591295,hot,0,13,1.24413688709555
3,57,78.76244103942803,hot,0,13,1.1781633707495993
4,57,52.09534410895319,hot,0,13,1.1437553030920313
5,57,79.76094639370437,hot,0,13,1.1824023358749145
6,57,64.03367682975421,hot,0,13,1.2321064020227233
7,57,110.1183033365619,hot,0,13,1.129829853593712
8,57,74.59872434244106,hot,0,13,1.153870859654006
9,57,75.9611099375469,hot,0,13,1.2541124546616718
10,57,78.19994115193515,hot,0,13,1.1709789310521015
11,57,51.96978067117727,hot,0,13,1.1196987527550193
12,57,65.01616800390849,hot,0,13,1.1933944053777186
13,57,80.51923330666708,hot,0,13,1.195582107629594
14,57,85.78175506950659,hot,0,13,1.112011488933004
15,57,57.456872438303954,hot,0,13,1.1433569175011857
16,57,75.85942470178166,hot,0,13,1.1336012332821908
0,58,68.73588318626788,hot,2,20,0.9455055773707766
1,58,92.8997000330887,hot,2,20,0.9710844893578421
2,58,75.63403722985119,hot,2,20,0.9114336447835529
3,58,103.49171760654517,hot,2,20,0.9377912048647595
4,58,82.28109157499878,hot,2,20,0.9575424627496328
5,58,108.7524078951173,hot,2,20,0.934263415376014
6,58,73.6546810228879,hot,2,20,0.9660841807281736
7,58,139.39694107321617,hot,2,20,0.9745415130155789
8,58,86.201509613943,hot,2,20,0.9923934356500788
9,58,108.4682852365928,hot,2,20,0.9206439499775072
10,58,98.5800944338523,hot,2,20,0.8974593120634402
11,58,72.85647611268698,hot,2,20,0.9243932669785541
12,58,81.24467441558384,hot,2,20,0.8899231767606655
13,58,116.11099870726478,hot,2,20,0.9900527286674766
14,58,66.73710346044065,hot,2,20,0.9654598219932178
15,58,90.89168394346527,hot,2,20,0.921927000763161
16,58,94.95433919964336,hot,2,20,0.9666637197941854
0,59,18.023426420104617,hot,2,14,1.0
